"airtableID","Id","Author","[person]","[news item]","Name [Role]"
"","[apdp.news.000581] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recpcuEOIAb24lVts']","Mentioned Poet"
"","[apdp.news.000581] ""Stacey, Tom 
(1930-)"" (Reporter)","","['rec04pBf8JDPkkvLB']","['recpcuEOIAb24lVts']","Reporter"
"","[apdp.news.000582] ""Kyle, Keith 
(-)"" (Reporter)","","['recLp59mSxixvKCnB']","['recimlE85VFXXZohL']","Reporter"
"","[apdp.news.000582] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recimlE85VFXXZohL']","Mentioned Poet"
"","[apdp.news.000583] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['reclbEnJiB4bkpzp1']","Mentioned Poet"
"","[apdp.news.000583] ""Pearson, John 
(-)"" (Mentioned Poet)","","['recjeBvdpUco8EFkQ']","['reclbEnJiB4bkpzp1']","Mentioned Poet"
"","[apdp.news.000584] ""Legge, Ronald  
(-)"" (Reporter)","","['recmDpkL02dYuK7Pf']","['rec7vp5hBKwAJ5J05']","Reporter"
"","[apdp.news.000584] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['rec7vp5hBKwAJ5J05']","Mentioned Poet"
"","[apdp.news.000584] ""Nkrumah, Kwame 
(1909-1972)"" (Politician)","","['recqZZToLmc4MZm2q']","['rec7vp5hBKwAJ5J05']","Politician"
"","[apdp.news.000585] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recHaIXOqnGW4mT9l']","Mentioned Poet"
"","[apdp.news.000585] ""West,  Richard 
(-)"" (Reporter)","","['recsweFGMrNHs7yqY']","['recHaIXOqnGW4mT9l']","Reporter"
"","[apdp.news.000586] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recMzecNiKQmYk48K']","Mentioned Poet"
"","[apdp.news.000586] ""Trevor-Roper, Hugh 
(-)"" (Critic)","","['rechVNwZv7DG8qVSW']","['recMzecNiKQmYk48K']","Critic"
"","[apdp.news.000587] ""Leitch, David 
(-)"" (Reporter)","","['recAUeLb1GEddESrm']","['rec0FaSFVkdj3N0Hw']","Reporter"
"","[apdp.news.000587] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['rec0FaSFVkdj3N0Hw']","Mentioned Poet"
"","[apdp.news.000588] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recFxCk2LQtPdPoby']","Mentioned Poet"
"","[apdp.news.000589] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['rec4bRTOPLdjtKX6n']","Mentioned Poet"
"","[apdp.news.000589] ""Segal, Ronald 
(-)"" (Reporter)","","['recrZXrApKkCPuz52']","['rec4bRTOPLdjtKX6n']","Reporter"
"","[apdp.news.000590] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recQhzg13QZqBxptu']","Mentioned Poet"
"","[apdp.news.000591] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recBXepawmjhqgvk0']","Mentioned Poet"
"","[apdp.news.000592] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recyCdkdmC8iq9jsn']","Mentioned Poet"
"","[apdp.news.000592] ""Tshombe, Moïse Kapenda 
(-)"" (Politician)","","['recsHqUBlS3tVUSo6']","['recyCdkdmC8iq9jsn']","Politician"
"","[apdp.news.000592] ""Wallace, Marjorie 
(-)"" (Reporter)","","['rec0GFPJxCzjLDokj']","['recyCdkdmC8iq9jsn']","Reporter"
"","[apdp.news.000593] ""Barber, Frank 
(-)"" (Reporter)","","['recZKpiK0DQ9ZJ9np']","['recb9ZHeCZKx31Hpg']","Reporter"
"","[apdp.news.000593] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recb9ZHeCZKx31Hpg']","Mentioned Poet"
"","[apdp.news.000594] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recPOSe07Cm8RIbCa']","Mentioned Poet"
"","[apdp.news.000595] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recpwg4DoHyvDVeJi']","Mentioned Poet"
"","[apdp.news.000596] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['rec6cshsdzfJSCbPt']","Mentioned Poet"
"","[apdp.news.000596] ""Perrick, Penny 
(-)"" (Critic)","","['rec9vTTaTw8NBcGWF']","['rec6cshsdzfJSCbPt']","Critic"
"","[apdp.news.000597] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recRsRZgVaspgcjhW']","Mentioned Poet"
"","[apdp.news.000597] ""Pullar, Philippa 
(-)"" (Critic)","","['recw4gao3MH1Re80s']","['recRsRZgVaspgcjhW']","Critic"
"","[apdp.news.000598] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recSnOxx8OdyXYQUW']","Mentioned Poet"
"","[apdp.news.000599] ""Kaufman, Gerald 
(-)"" (Critic)","","['recGAeqAQl435n6ZH']","['recOmWHNFNX0xyG8G']","Critic"
"","[apdp.news.000599] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recOmWHNFNX0xyG8G']","Mentioned Poet"
"","[apdp.news.000600] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['reckOlgduc1O6FTl9']","Mentioned Poet"
"","[apdp.news.000601] ""Bugler, Jeremy 
(-)"" (Mentioned Poet)","","['recHb7XABI2xM7bFk']","['reci1HOHkL0MKMPb5']","Mentioned Poet"
"","[apdp.news.000601] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['reci1HOHkL0MKMPb5']","Mentioned Poet"
"","[apdp.news.000601] ""Tshombe, Moïse Kapenda 
(-)"" (Politician)","","['recsHqUBlS3tVUSo6']","['reci1HOHkL0MKMPb5']","Politician"
"","[apdp.news.000602] ""Armstrong, Louis 
(-)"" (Musician)","","['recTPHXOxBOCkZ6Hz']","['recVvHF0HlgYza5BX']","Musician"
"","[apdp.news.000602] ""Horowitz, Michael 
(-)"" (Critic)","","['recgmgkWYK66qdNvJ']","['recVvHF0HlgYza5BX']","Critic"
"","[apdp.news.000602] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recVvHF0HlgYza5BX']","Mentioned Poet"
"","[apdp.news.000603] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recoRcncii5VQdE8z']","Mentioned Poet"
"","[apdp.news.000603] ""O'Brien, Conor Cruise 
(1917-2008)"" (Reporter)","","['rechGCaJubaFa6ESR']","['recoRcncii5VQdE8z']","Reporter"
"","[apdp.news.000604] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recPB718mYeKPWutP']","Mentioned Poet"
"","[apdp.news.000605] ""Kerr, Philip 
(-)"" (Critic)","","['recbezwgPLvc1M4Jf']","['recKaIzPAOlglsaZz']","Critic"
"","[apdp.news.000605] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recKaIzPAOlglsaZz']","Mentioned Poet"
"","[apdp.news.000605] ""Mobutu, Joseph-Désiré 'Mobutu Sese Seko Kuku Ngbendu Wa Za Banga' 
(1930-1997)"" (Politician)","","['reclQJruf2IDM1rs5']","['recKaIzPAOlglsaZz']","Politician"
"","[apdp.news.000606] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recZ9dxMMOHNeRnoQ']","Mentioned Poet"
"","[apdp.news.000607] ""Crossland, John 
(-)"" (Critic)","","['recO9BlocUlUVdWc5']","['recYjL0tjNB6xLDrU']","Critic"
"","[apdp.news.000607] ""Guevara, Ernesto """"Che""""  
(-)"" (Politician)","","['rechnC9NyKhmBPk2s']","['recYjL0tjNB6xLDrU']","Politician"
"","[apdp.news.000607] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recYjL0tjNB6xLDrU']","Mentioned Poet"
"","[apdp.news.000608] ""Brandon, Henry 
(-)"" (Reporter)","","['reckwUmV4KUhFlRYH']","['recQ6kw0QcTIuBs1V']","Reporter"
"","[apdp.news.000608] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recQ6kw0QcTIuBs1V']","Mentioned Poet"
"","[apdp.news.000609] ""Césaire, Aimé 
(1913-2008)"" (Writer)","","['rec2z09hX5pCtvqpR']","['recDYMT97QYq3ew4L']","Writer"
"","[apdp.news.000609] ""Ejiofor, Chiwetel 
(-)"" (Actor)","","['recrVGAQx88strWAP']","['recDYMT97QYq3ew4L']","Actor"
"","[apdp.news.000609] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recDYMT97QYq3ew4L']","Mentioned Poet"
"","[apdp.news.000609] ""Mobutu, Joseph-Désiré 'Mobutu Sese Seko Kuku Ngbendu Wa Za Banga' 
(1930-1997)"" (Politician)","","['reclQJruf2IDM1rs5']","['recDYMT97QYq3ew4L']","Politician"
"","[apdp.news.000609] ""Vic, Young 
(-)"" (Critic)","","['recorgRQHBLNoJ3ak']","['recDYMT97QYq3ew4L']","Critic"
"","[apdp.news.000610] ""Ejiofor, Chiwetel 
(-)"" (Actor)","","['recrVGAQx88strWAP']","['recQk1yoio0bZmcI9']","Actor"
"","[apdp.news.000610] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recQk1yoio0bZmcI9']","Mentioned Poet"
"","[apdp.news.000610] ""Vic, Young 
(-)"" (Critic)","","['recorgRQHBLNoJ3ak']","['recQk1yoio0bZmcI9']","Critic"
"","[apdp.news.000611] ""Kabila, Laurent 
(-)"" (Politician) - author","True","['recTRhuBDN0u8uRM0']","['rec9Nqnu7vJr7epFG']","Politician"
"","[apdp.news.000611] ""Kagame, Paul 
(-)"" (Politician)","","['recJoVVDjb7mDpUTW']","['rec9Nqnu7vJr7epFG']","Politician"
"","[apdp.news.000611] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['rec9Nqnu7vJr7epFG']","Mentioned Poet"
"","[apdp.news.000611] ""Mobutu, Joseph-Désiré 'Mobutu Sese Seko Kuku Ngbendu Wa Za Banga' 
(1930-1997)"" (Politician)","","['reclQJruf2IDM1rs5']","['rec9Nqnu7vJr7epFG']","Politician"
"","[apdp.news.000611] ""Musevani, Yoweri  
(-)"" (Politician)","","['recBQPNiPqqSQwM6Z']","['rec9Nqnu7vJr7epFG']","Politician"
"","[apdp.news.000611] ""Nyerere, Julius 
(1922-1999)"" (Politician)","","['recXXj3rqxEWMI5AO']","['rec9Nqnu7vJr7epFG']","Politician"
"","[apdp.news.000612] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recbBGtkDJUkyW8oP']","Mentioned Poet"
"","[apdp.news.000613] ""Hobson, Harold  
(-)"" (Critic)","","['recB0NHk2EU4D5x8X']","['recK4hMnafHLkVA38']","Critic"
"","[apdp.news.000613] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recK4hMnafHLkVA38']","Mentioned Poet"
"","[apdp.news.000614] ""Bush, George W. 
(-)"" (Politician)","","['recMP0uMWpkXQzq9J']","['recPKVxdVcIXdCAen']","Politician"
"","[apdp.news.000614] ""Eisenhower, Dwight D.  
(-)"" (Politician)","","['recgDjWLtBVMIg2Ge']","['recPKVxdVcIXdCAen']","Politician"
"","[apdp.news.000614] ""Humphrys , John 
(-)"" (Reporter)","","['recwJXawFI1z6MHMA']","['recPKVxdVcIXdCAen']","Reporter"
"","[apdp.news.000614] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recPKVxdVcIXdCAen']","Mentioned Poet"
"","[apdp.news.000616] ""Carlucci, Frank 
(-)"" (Politician)","","['rectE73o5H1TWhLrz']","['recZ4lP3oJtMdn3Ed']","Politician"
"","[apdp.news.000616] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recZ4lP3oJtMdn3Ed']","Mentioned Poet"
"","[apdp.news.000618] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recXG0h070NtaBu4R']","Mentioned Poet"
"","[apdp.news.000619] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['rec68EtQy8NWu4GbY']","Mentioned Poet"
"","[apdp.news.000619] ""Starr, John 
(-)"" (Reporter)","","['recMFT4nsNC8n076K']","['rec68EtQy8NWu4GbY']","Reporter"
"","[apdp.news.000620] ""Edwardes, Jane 
(-)"" (Reporter)","","['recMC0ch0NCEcM1GA']","['recukEBoIzBIL1KHo']","Reporter"
"","[apdp.news.000620] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recukEBoIzBIL1KHo']","Mentioned Poet"
"","[apdp.news.000620] ""Szalwinska, Maxie 
(-)"" (Reporter)","","['recwlf4JO6B0CL6xD']","['recukEBoIzBIL1KHo']","Reporter"
"","[apdp.news.000621] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recExwh19rpQtYp7B']","Mentioned Poet"
"","[apdp.news.000622] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recNRsU4J6op1Joyu']","Mentioned Poet"
"","[apdp.news.000623] ""Castro, Fidel 
(-)"" (Politician)","","['recURI0UYBZpacdBv']","['rec8zRuqtHTm4Z8do']","Politician"
"","[apdp.news.000623] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['rec8zRuqtHTm4Z8do']","Mentioned Poet"
"","[apdp.news.000624] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recoYwqmdBt9mVVAP']","Mentioned Poet"
"","[apdp.news.000624] ""Tshombe, Moïse Kapenda 
(-)"" (Politician)","","['recsHqUBlS3tVUSo6']","['recoYwqmdBt9mVVAP']","Politician"
"","[apdp.news.000625] ""Hart, Christopher  
(-)"" (Critic)","","['recIL2IdUGDQMXyFU']","['recVjMxDDUyzrc3V4']","Critic"
"","[apdp.news.000625] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recVjMxDDUyzrc3V4']","Mentioned Poet"
"","[apdp.news.000626] ""Burleigh, Michael 
(-)"" (Reporter)","","['recCIflukg2wBMVNG']","['recweXSnsYPtcA1Se']","Reporter"
"","[apdp.news.000626] ""Gaddafi, Muammer 
(1942-2011)"" (Politician)","","['recRSDPceuUp7u2Sm']","['recweXSnsYPtcA1Se']","Politician"
"","[apdp.news.000626] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recweXSnsYPtcA1Se']","Mentioned Poet"
"","[apdp.news.000627] ""Knight, India 
(-)"" (Reporter)","","['recKfR712Kkjq4QnL']","['rec8StVIjkefmdzN7']","Reporter"
"","[apdp.news.000627] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['rec8StVIjkefmdzN7']","Mentioned Poet"
"","[apdp.news.000628] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['rechmzkOgYFdUY6M2']","Mentioned Poet"
"","[apdp.news.000628] ""Stonehouse, John  
(-)"" (Reporter)","","['recTZxtF0yIruDMFW']","['rechmzkOgYFdUY6M2']","Reporter"
"","[apdp.news.000629] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['rec7ksZUwXu13FlF4']","Mentioned Poet"
"","[apdp.news.000630] ""Kellner, Peter 
(-)"" (Reporter)","","['recDzfwFbqU08RA2G']","['recRPEx9Z2GBSsxnF']","Reporter"
"","[apdp.news.000630] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recRPEx9Z2GBSsxnF']","Mentioned Poet"
"","[apdp.news.000631] ""Castro, Fidel 
(-)"" (Politician)","","['recURI0UYBZpacdBv']","['recUyc6sxfkD4iJqU']","Politician"
"","[apdp.news.000631] ""Hersh, Seymour 
(-)"" (Reporter)","","['recaGalkVx0MdMyMi']","['recUyc6sxfkD4iJqU']","Reporter"
"","[apdp.news.000631] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recUyc6sxfkD4iJqU']","Mentioned Poet"
"","[apdp.news.000633] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recUhBITTnGmYLJsX']","Mentioned Poet"
"","[apdp.news.000634] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recXWLorEptwhq2Hx']","Mentioned Poet"
"","[apdp.news.000635] ""Madge, Charles Henry 
(1912-1996)"" (Mentioned Poet)","","['recNDLiL9FcG6VMnQ']","['recohMRmiRF0dmJzz']","Mentioned Poet"
"","[apdp.news.000635] ""Wiggin, Maurice 
(1912-1986)"" (Critic)","","['recUVSg9jgTeMuTDs']","['recohMRmiRF0dmJzz']","Critic"
"","[apdp.news.000636] ""Auden, Wystan Hugh 'W. H.' 
(1907-1973)"" (Mentioned Poet)","","['recA21MaYTugsYbrg']","['recZO9YRaunCDD56g']","Mentioned Poet"
"","[apdp.news.000636] ""Connolly, Cyril Vernon 'Cyril Connolly' 
(1903-1974)"" (Critic)","","['recJprzU0vEqwgMv1']","['recZO9YRaunCDD56g']","Critic"
"","[apdp.news.000636] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recZO9YRaunCDD56g']","Mentioned Poet"
"","[apdp.news.000637] ""Dyment, Clifford 
(-)"" (Mentioned Poet)","","['recFGzsnF3CeWMQ9c']","['recp5uDBUXtZKRTOB']","Mentioned Poet"
"","[apdp.news.000637] ""MacNeice, Louis 
(1907-1963)"" (Mentioned Poet)","","['recW1oWEJVccvBrux']","['recp5uDBUXtZKRTOB']","Mentioned Poet"
"","[apdp.news.000637] ""Madge, Charles Henry 
(1912-1996)"" (Mentioned Poet)","","['recNDLiL9FcG6VMnQ']","['recp5uDBUXtZKRTOB']","Mentioned Poet"
"","[apdp.news.000637] ""Spender, Stephen 
(1909-1995)"" (Mentioned Poet)","","['recFbg90Pw41f0RMb']","['recp5uDBUXtZKRTOB']","Mentioned Poet"
"","[apdp.news.000637] ""Thomas, Dylan 
(1914-1953)"" (Mentioned Poet)","","['recWKLA8rtq7Naxog']","['recp5uDBUXtZKRTOB']","Mentioned Poet"
"","[apdp.news.000638] ""Auden, Wystan Hugh 'W. H.' 
(1907-1973)"" (Mentioned Poet)","","['recA21MaYTugsYbrg']","['recZJ6HXqU6QEM0JP']","Mentioned Poet"
"","[apdp.news.000638] ""Madge, Charles Henry 
(1912-1996)"" (Mentioned Poet)","","['recNDLiL9FcG6VMnQ']","['recZJ6HXqU6QEM0JP']","Mentioned Poet"
"","[apdp.news.000638] ""Ricks,  Christopher 
(-)"" (Critic)","","['rec1CTqCyHMHdwPxx']","['recZJ6HXqU6QEM0JP']","Critic"
"","[apdp.news.000639] ""Connolly, Cyril Vernon 'Cyril Connolly' 
(1903-1974)"" (Critic)","","['recJprzU0vEqwgMv1']","['recn06WyQbwanjPcb']","Critic"
"","[apdp.news.000639] ""Madge, Charles Henry 
(1912-1996)"" (Mentioned Poet)","","['recNDLiL9FcG6VMnQ']","['recn06WyQbwanjPcb']","Mentioned Poet"
"","[apdp.news.000639] ""Yeats, William Butler 'W. B.' 
(1865-1939)"" (Mentioned Poet)","","['recD9w9wjdB9wbhOx']","['recn06WyQbwanjPcb']","Mentioned Poet"
"","[apdp.news.000640] ""Banda, Hastings Kamuzu 
(1898-1997)"" (Mentioned Poet)","","['recQsolzcCIYAokXk']","['rec7tWdCEhDZhsOiL']","Mentioned Poet"
"","[apdp.news.000640] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Mentioned Poet)","","['recURRbIgveOeoPqf']","['rec7tWdCEhDZhsOiL']","Mentioned Poet"
"","[apdp.news.000640] ""Marsden, Eric 
(-)"" (Mentioned Poet)","","['reczxnZeT4c762299']","['rec7tWdCEhDZhsOiL']","Mentioned Poet"
"","[apdp.news.000640] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Mentioned Poet)","","['recrkX4daZNLsq0cZ']","['rec7tWdCEhDZhsOiL']","Mentioned Poet"
"","[apdp.news.000641] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Mentioned Poet)","","['recURRbIgveOeoPqf']","['recwp2NBqu8VjFSAM']","Mentioned Poet"
"","[apdp.news.000641] ""Payne, Sally 
(-)"" (Reporter)","","['recKrfu6RkuxqtzmI']","['recwp2NBqu8VjFSAM']","Reporter"
"","[apdp.news.000642] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Mentioned Poet)","","['recURRbIgveOeoPqf']","['recgZ8C23E9D8CvjJ']","Mentioned Poet"
"","[apdp.news.000643] ""James,  Martin 
(-)"" (Reporter)","","['recVbdJXOKRHaOEDg']","['recujFF6cHQJySWXE']","Reporter"
"","[apdp.news.000643] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Mentioned Poet)","","['recURRbIgveOeoPqf']","['recujFF6cHQJySWXE']","Mentioned Poet"
"","[apdp.news.000644] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Mentioned Poet)","","['recURRbIgveOeoPqf']","['recgWbbm33qP0DoQ8']","Mentioned Poet"
"","[apdp.news.000645] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Mentioned Poet)","","['recURRbIgveOeoPqf']","['recDvipG2rcu3PxKM']","Mentioned Poet"
"","[apdp.news.000645] ""O'brien, Sean 
(-)"" (Critic)","","['recOuwd73L5MdEROI']","['recDvipG2rcu3PxKM']","Critic"
"","[apdp.news.000646] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Poet)","","['recURRbIgveOeoPqf']","['recEG0sedUsUliMHM']","Poet"
"","[apdp.news.000646] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['recEG0sedUsUliMHM']","Poet"
"","[apdp.news.000647] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Mentioned Poet)","","['recURRbIgveOeoPqf']","['rec5XfOdqoGogyXzL']","Mentioned Poet"
"","[apdp.news.000648] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Mentioned Poet)","","['recURRbIgveOeoPqf']","['rectworHmObec9Z8s']","Mentioned Poet"
"","[apdp.news.000649] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Mentioned Poet)","","['recURRbIgveOeoPqf']","['recB0aJqwaRBFz9PB']","Mentioned Poet"
"","[apdp.news.000650] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Mentioned Poet)","","['recURRbIgveOeoPqf']","['recEWysiseznSR9Z3']","Mentioned Poet"
"","[apdp.news.000651] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Mentioned Poet)","","['recURRbIgveOeoPqf']","['recLHPdnJHzfRq8Cb']","Mentioned Poet"
"","[apdp.news.000652] ""Gordimer, Nadine 
(1923-2014)"" (Writer)","","['recXnMjnpFniojKZ9']","['rec1fe5vPnx9yZkUM']","Writer"
"","[apdp.news.000652] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Mentioned Poet)","","['recURRbIgveOeoPqf']","['rec1fe5vPnx9yZkUM']","Mentioned Poet"
"","[apdp.news.000653] ""Ashton, E. H. 
(-)"" (Critic)","","['recdmX7lTp9jnqZhB']","['recL2thktlXdlKOI6']","Critic"
"","[apdp.news.000653] ""Marais, Eugène Nielen 
(1871-1936)"" (Mentioned Poet)","","['recf3EOuAm9HB9jGu']","['recL2thktlXdlKOI6']","Mentioned Poet"
"","[apdp.news.000654] ""Marais, Eugène Nielen 
(1871-1936)"" (Mentioned Poet)","","['recf3EOuAm9HB9jGu']","['recfN6rJ8LZWgLn54']","Mentioned Poet"
"","[apdp.news.000655] ""Marais, Eugène Nielen 
(1871-1936)"" (Mentioned Poet)","","['recf3EOuAm9HB9jGu']","['rec6RmrUtfskg9ov6']","Mentioned Poet"
"","[apdp.news.000655] ""Norman, Philip 
(-)"" (Critic)","","['recAuQoQ2EqX8XzZW']","['rec6RmrUtfskg9ov6']","Critic"
"","[apdp.news.000656] ""Marais, Eugène Nielen 
(1871-1936)"" (Mentioned Poet)","","['recf3EOuAm9HB9jGu']","['recRDSXH8Mfv6l4xy']","Mentioned Poet"
"","[apdp.news.000657] ""Marais, Eugène Nielen 
(1871-1936)"" (Mentioned Poet)","","['recf3EOuAm9HB9jGu']","['recO9hwv45ts9zCdk']","Mentioned Poet"
"","[apdp.news.000658] ""Hughes, Ted 
(1930-1998)"" (Critic)","","['recQtd1Zj0qBV6DGa']","['recF65LqJXjslcdw0']","Critic"
"","[apdp.news.000658] ""Marais, Eugène Nielen 
(1871-1936)"" (Mentioned Poet)","","['recf3EOuAm9HB9jGu']","['recF65LqJXjslcdw0']","Mentioned Poet"
"","[apdp.news.000659] ""Marechera, Dambudzo 
(1952-1987)"" (Mentioned Poet)","","['rec27lGFoJpJNTgpi']","['recEppBMBMZPdGiq7']","Mentioned Poet"
"","[apdp.news.000660] ""Marechera, Dambudzo 
(1952-1987)"" (Mentioned Poet)","","['rec27lGFoJpJNTgpi']","['reca3D5JiFKfZOnDa']","Mentioned Poet"
"","[apdp.news.000660] ""Pile, Stephen  
(-)"" (Reporter)","","['recsHFTgQAJHPcEb7']","['reca3D5JiFKfZOnDa']","Reporter"
"","[apdp.news.000661] ""Marechera, Dambudzo 
(1952-1987)"" (Mentioned Poet)","","['rec27lGFoJpJNTgpi']","['recLzzC9H1faxel6N']","Mentioned Poet"
"","[apdp.news.000661] ""Pile, Stephen  
(-)"" (Reporter)","","['recsHFTgQAJHPcEb7']","['recLzzC9H1faxel6N']","Reporter"
