"airtableID","Primary Field","Author","[person]","[works]","Name [Role]"
"","[apdp.work.000358] ""Rabemananjara, Jacques 
(1913-2005)"" (Mentioned Poet)","","['rec5FVXJsCsQo4ZI6']","['recRBkiNDpeA2S2Ay']","Mentioned Poet"
"","[apdp.work.000527] ""Kunene, Mazisi 'Raymond' 
(1930-2006)"" (Poet) - author","True","['rec7C07UyBGMs8tw8']","['recoVwBrR1Al3ZVFc']","Poet"
"","[apdp.work.000729] ""Skinner, Milton Cox 
(-)"" (Poet)","","['recLu28d8J1ZVJSYJ']","['recYUPn8Rg8P5RwGN']","Poet"
"","[apdp.work.000407] ""Plomer, William 
(1903-1973)"" (Poet) - author","True","['rechXmQTzrc8eiWTu']","['rech65yznK6Uvjx45']","Poet"
"","[apdp.work.000627] ""Delius, Anthony 'Ronald St. Martin' 
(1916-1989)"" (Poet) - author","True","['recbF6fKg6E5WaoqP']","['recrzEaZ9rj8FsvLz']","Poet"
"","[apdp.work.000568] ""Horn, Peter Rudolf Gisela 
(1934-2019)"" (Poet) - author","True","['recBJcbdVcUytCiWZ']","['reca61rZBZBjcoy36']","Poet"
"","[apdp.work.000075] ""Okigbo, Christopher 
(1932-1967)"" (Mentioned Poet)","","['recBvLFtelOVzL0YK']","['recUwHsIIYIuqh6qr']","Mentioned Poet"
"","[apdp.work.000183] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['recze9y4kZiR7Vjbr']","Poet"
"","[apdp.work.000649] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet) - author","True","['rec11TfWLtdgg0lSe']","['recJsl7XbzJeDn4Bw']","Poet"
"","[apdp.work.000168] ""Oculi, Okello 
(1942-)"" (Poet) - author","True","['recKFUhU4E0dTcJIJ']","['receVNWzWPRzqESX7']","Poet"
"","[apdp.work.000293] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet) - author","True","['recrkX4daZNLsq0cZ']","['recSfDZNDh7O7zO1r']","Poet"
"","[] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","","Poet"
"","[apdp.work.000141] ""Mtshali, Oswald Mbuyiseni 
(1940-)"" (Poet)","","['reczK3i9PQzDoN6ks']","['rec2zSByaU50BnenB']","Poet"
"","[apdp.work.000177] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recimd5BulAB4xvoV']","Poet"
"","[apdp.work.000212] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","['recuNwBllwMz1OOIf']","Poet"
"","[apdp.work.000554] ""Kipling, Rudyard 
(1865-1936)"" (Poet) - author","True","['reczzEEtGIZ7fG1l5']","['recW0hzMrXY911OXy']","Poet"
"","[apdp.work.000655] ""Cullinan, Patrick 
(1933-2011)"" (Poet) - author","True","['recyw3iYZDrBScLGY']","['rec0bxkGQQBBqroop']","Poet"
"","[apdp.work.000009] ""Butler, Guy 
(1918-2001)"" (Poet)","","['recjKvU9JG4GftnEK']","['recyHEioOirWBxQG9']","Poet"
"","[apdp.work.000148] ""Armah, Ayi Kwei 
(1939-)"" (Author) - author","True","['recbPHmWnNoi6k3q8']","['recYLuZnExrZ5SMtq']","Author"
"","[apdp.work.000136] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['recqF9ojn3PgfKrYm']","Poet"
"","[apdp.work.000131] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","['rec1AsRj1iqnClj0N']","Poet"
"","[apdp.work.000130] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recNInCLPTwVUICq5']","Poet"
"","[apdp.work.000563] ""Horn, Peter Rudolf Gisela 
(1934-2019)"" (Poet) - author","True","['recBJcbdVcUytCiWZ']","['reck63AHLShSyZBQ4']","Poet"
"","[apdp.work.000180] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['rec5IprsXc3A0RVtt']","Poet"
"","[apdp.work.000618] ""Diop, David Mandessi 
(1927-1960)"" (Poet) - author","True","['recK4TZnSTzzUQFzj']","['recfXowJ2E6QP9jSQ']","Poet"
"","[apdp.work.000021] ""Ogude, James 
(-)"" (Editor)","","['recWWKpEztUipBwNf']","['recFmlncunUmXhXHm']","Editor"
"","[apdp.work.000421] ""Plaatje, Solomon Tshekisho 
(1876-1932)"" (Poet) - author","True","['recNAQVBBlO8rp7LF']","['recsox7SOdYKJNpS0']","Poet"
"","[apdp.work.000726] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Poet) - author","True","['recw6xteDA4loPFr8']","['recWmCRbPJS9zNtZX']","Poet"
"","[apdp.work.000476] ""Murray, Charles 
(1864-1941)"" (Poet)","","['recwQ5dRw8u3Oqt5w']","['recI9UE11V50Ip6KZ']","Poet"
"","[apdp.work.000047] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet) - author","True","['recA1aXEUqGwSRQhI']","['reccp1DAMagaGt5sr']","Poet"
"","[apdp.work.000170] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recScihn5ZX9hh1Fz']","Poet"
"","[apdp.work.000180] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['rec5IprsXc3A0RVtt']","Poet"
"","[apdp.work.000133] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","['rec4R965kRDt6mDHO']","Poet"
"","[apdp.work.000469] ""Nortje, Arthur 
(1942-1970)"" (Poet) - author","True","['recN80tQNHxdhyGvr']","['recug7g5VPVa1eVqU']","Poet"
"","[apdp.work.000117] ""Aidoo, Ama Ata 'Christina' 
(1942-)"" (Author) - author","True","['rec7oRG8Jb3zFiSYI']","['reciE9R0Qc02mF0x7']","Author"
"","[apdp.work.000181] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['rec8pkYh44I9EZjVI']","Poet"
"","[apdp.work.000090] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recMgRCPWroEil3Qn']","Poet"
"","[] ""Rive, Richard 
(1931-1989)"" (Poet)","","['rec7pcqq0K5J5hgiJ']","","Poet"
"","[apdp.work.000706] ""Butler, Guy 
(1918-2001)"" (Poet) - author","True","['recjKvU9JG4GftnEK']","['recmsUMYtbM7LRSNJ']","Poet"
"","[apdp.work.000479] ""Murray, Charles 
(1864-1941)"" (Poet) - author","True","['recwQ5dRw8u3Oqt5w']","['recmtplo9EuiHQEAP']","Poet"
"","[apdp.work.000465] ""Ofeimun, Odia 
(1950-)"" (Poet) - author","True","['recP34XkRR1kXmqdp']","['recFElL4M8JOIdzmW']","Poet"
"","[apdp.work.000366] ""Rabemananjara, Jacques 
(1913-2005)"" (Poet) - author","True","['rec5FVXJsCsQo4ZI6']","['recF9DUuYE5uLjYKV']","Poet"
"","[apdp.work.000518] ""Kunene, Mazisi 'Raymond' 
(1930-2006)"" (Poet) - author","True","['rec7C07UyBGMs8tw8']","['recjpmxouGTLmdgov']","Poet"
"","[apdp.work.000712] ""Livingstone, Douglas 
(1932-1996)"" (Mentioned Poet)","","['recrAaXXhIPMbulnW']","['recNSYFn34xDH9wR2']","Mentioned Poet"
"","[] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","","Poet"
"","[apdp.work.000181] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['rec8pkYh44I9EZjVI']","Poet"
"","[] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","","Poet"
"","[apdp.work.000715] ""Brew, Osborne Henry Kwesi 
(1928-2007)"" (Poet) - author","True","['recMtz94K601qz8dX']","['reccHIrifYkBiKt9t']","Poet"
"","[apdp.work.000029] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recgKLGhUPfnLvSyI']","Poet"
"","[apdp.work.000592] ""Gouldsbury, Cullen 
(1881-1916)"" (Poet) - author","True","['recwMQtGCJJjvPZEA']","['recAH5xViCa88Mnvr']","Poet"
"","[apdp.work.000729] ""Nelson, Robert Alexander 
(-)"" (Poet)","","['recemAMbhntp1TXtr']","['recYUPn8Rg8P5RwGN']","Poet"
"","[apdp.work.000212] ""Karibo, Minji 
(-)"" (Poet)","","['recF8QPJ15W1rJUCC']","['recuNwBllwMz1OOIf']","Poet"
"","[apdp.work.000448] ""Okara, Gabriel 
(1921-2019)"" (Poet) - author","True","['recUiPx4caoRhWvaM']","['recVxkcmv0POwPUfq']","Poet"
"","[] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","","Poet"
"","[apdp.work.000069] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recT86r4N3mhJBuoN']","Poet"
"","[apdp.work.000132] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Poet)","","['recw6xteDA4loPFr8']","['rec3utTVFI15zJqXC']","Poet"
"","[apdp.work.000262] ""van Heerden, Ernst 
(1916-1997)"" (Poet) - author","True","['recu43DbrUayW9AhJ']","['recSMFjNGXGjLzh2J']","Poet"
"","[apdp.work.000182] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recozVmiDdj9XhIlA']","Poet"
"","[apdp.work.000217] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['rec8Bos1lCqjN6tMq']","Poet"
"","[apdp.work.000669] ""Cripps, Arthur Shearly 
(1869-1952)"" (Poet) - author","True","['recHqhKMTrYFElsxy']","['rectry3fGAaaaxK5J']","Poet"
"","[] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","","Poet"
"","[apdp.work.000360] ""Rabemananjara, Jacques 
(1913-2005)"" (Poet) - author","True","['rec5FVXJsCsQo4ZI6']","['recOeVQtiZyMv4NmU']","Poet"
"","[apdp.work.000310] ""Small, Adam 
(1936-2016)"" (Poet) - author","True","['recXO2WiZ2k8Mqr6o']","['recx93CAJdF9w4M1U']","Poet"
"","[apdp.work.000338] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet) - author","True","['recBdxaNWIHd4zhkg']","['recwxNvWdR1adBBkZ']","Poet"
"","[] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","","Poet"
"","[apdp.work.000335] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet) - author","True","['recBdxaNWIHd4zhkg']","['rec7rj8rQ8PInfuvd']","Poet"
"","[apdp.work.000185] ""Delius, Anthony 'Ronald St. Martin' 
(1916-1989)"" (Poet)","","['recbF6fKg6E5WaoqP']","['recID4HyefZsrKakR']","Poet"
"","[apdp.work.000328] ""Sepamla, Sydney 'Sydney Sipho Sepamla' 
(1932-2007)"" (Poet) - author","True","['reccGeA0Fw8BFLrrn']","['recW3chuZjdJIGAXW']","Poet"
"","[] ""Rive, Richard 
(1931-1989)"" (Poet)","","['rec7pcqq0K5J5hgiJ']","","Poet"
"","[apdp.work.000317] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet) - author","True","['recA1aXEUqGwSRQhI']","['rec5yxn5Gl5rupSji']","Poet"
"","[apdp.work.000230] ""Livingstone, Douglas 
(1932-1996)"" (Poet)","","['recrAaXXhIPMbulnW']","['reckHoEuJcOrHz0Hw']","Poet"
"","[] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","","Poet"
"","[apdp.work.000311] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet)","","['recA1aXEUqGwSRQhI']","['recXqalG1YDh86Aru']","Poet"
"","[apdp.work.000124] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['rec1AxbdEix7J5tQO']","Poet"
"","[apdp.work.000477] ""Murray, Charles 
(1864-1941)"" (Poet) - author","True","['recwQ5dRw8u3Oqt5w']","['rec3cnTa9oK8cWMnz']","Poet"
"","[apdp.work.000179] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recVh4YP9T2xZvxyK']","Poet"
"","[apdp.work.000522] ""Kunene, Mazisi 'Raymond' 
(1930-2006)"" (Poet) - author","True","['rec7C07UyBGMs8tw8']","['recY1hs5s17hQjcJQ']","Poet"
"","[apdp.work.000602] ""Eybers, Elisabeth Françoise 
(1915-2007)"" (Poet) - author","True","['recILPJVJuPdNhbGD']","['recWBNicK3FK9kclJ']","Poet"
"","[] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","","Poet"
"","[apdp.work.000068] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet)","","['recA1aXEUqGwSRQhI']","['rec476sNZ2psfODm3']","Poet"
"","[apdp.work.000034] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Poet)","","['recw6xteDA4loPFr8']","['recrFMkL8zh6Vn5zq']","Poet"
"","[apdp.work.000729] ""Morrison-Jacobs, David 
(-)"" (Poet)","","['recP8lYpeTKBnKaCt']","['recYUPn8Rg8P5RwGN']","Poet"
"","[] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","","Poet"
"","[] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","","Poet"
"","[apdp.work.000514] ""Leipoldt, C. Louis 'Christian Frederik Louis' 
(1880-1947)"" (Poet) - author","True","['recOw9APTEMWBGJk4']","['recZuXXj4M4PA3i7s']","Poet"
"","[] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","","Poet"
"","[apdp.work.000132] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['rec3utTVFI15zJqXC']","Poet"
"","[apdp.work.000251] ""Walrond, Francis Ernley 
(1875-1950)"" (Poet) - author","True","['recaQR4MFonvM8PUB']","['recyIQGFOvLsv55hY']","Poet"
"","[apdp.work.000250] ""Watermeyer, Gottfried Andreas 'G. A.' 
(1917-1972)"" (Poet) - author","True","['rech3QgHUlRA7jtQu']","['recJy0JxH5yANLC1o']","Poet"
"","[apdp.work.000034] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recrFMkL8zh6Vn5zq']","Poet"
"","[apdp.work.000053] ""Currey, Ralph Nixon 'R. N.' 
(1907-2001)"" (Poet) - author","True","['recN2CQ0lURxrndsj']","['recthlWRfI9OEUYkx']","Poet"
"","[apdp.work.000343] ""Brutus, Dennis Vincent 
(1924-2009)"" (Mentioned Poet)","","['recaLBDKPomp4cstB']","['recMvhGj0WKbbXI4p']","Mentioned Poet"
"","[apdp.work.000609] ""Eybers, Elisabeth Françoise 
(1915-2007)"" (Poet) - author","True","['recILPJVJuPdNhbGD']","['reclbTQuPI5rSTz9Z']","Poet"
"","[apdp.work.000183] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recze9y4kZiR7Vjbr']","Poet"
"","[apdp.work.000215] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recQChcNN1exgEA1o']","Poet"
"","[apdp.work.000139] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recbGQRHdle9qNX6f']","Poet"
"","[apdp.work.000181] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['rec8pkYh44I9EZjVI']","Poet"
"","[apdp.work.000057] ""Hope, Christopher 
(1944-)"" (Poet) - author","True","['recRT3BRC72sBNfZo']","['rec5SGx7REDMinkrZ']","Poet"
"","[apdp.work.000185] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recID4HyefZsrKakR']","Poet"
"","[apdp.work.000069] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","['recT86r4N3mhJBuoN']","Poet"
"","[apdp.work.000651] ""Currey, Ralph Nixon 'R. N.' 
(1907-2001)"" (Poet) - author","True","['recN2CQ0lURxrndsj']","['rec8VhJKmlULkaT2X']","Poet"
"","[apdp.work.000116] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet) - author","True","['recA1aXEUqGwSRQhI']","['rechyKuxkZK6vD7Sm']","Poet"
"","[apdp.work.000545] ""Krige, Uys 
(1910-1987)"" (Poet) - author","True","['recuORZit1m0m3GHg']","['recvcxJb4pbeIaNra']","Poet"
"","[apdp.work.000611] ""Eybers, Elisabeth Françoise 
(1915-2007)"" (Poet) - author","True","['recILPJVJuPdNhbGD']","['recHjVbP41ukLuK4y']","Poet"
"","[apdp.work.000466] ""Oculi, Okello 
(1942-)"" (Poet) - author","True","['recKFUhU4E0dTcJIJ']","['recQ9rZSIdXOFnexz']","Poet"
"","[apdp.work.000289] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet) - author","True","['recPxmrXdENsL9H4t']","['recyXM5mdjNmyQHKp']","Poet"
"","[apdp.work.000517] ""Laing, Kojo 'Bernard' 
(1946-2017)"" (Poet) - author","True","['reclkjf5RAoQfCuhd']","['recAYvZGpyTLd1nSG']","Poet"
"","[apdp.work.000214] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recBzCKvja80QqTya']","Poet"
"","[apdp.work.000232] ""Wright, David 
(1920-1994)"" (Poet) - author","True","['recX3e6HGV46vJgzl']","['recej2e1otj857eos']","Poet"
"","[apdp.work.000300] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Mentioned Poet)","","['recOo2kpeQuQEciaC']","['reckoV9wGPpLuq7ou']","Mentioned Poet"
"","[apdp.work.000712] ""Mtshali, Oswald Mbuyiseni 
(1940-)"" (Mentioned Poet)","","['reczK3i9PQzDoN6ks']","['recNSYFn34xDH9wR2']","Mentioned Poet"
"","[apdp.work.000420] ""Plaatje, Solomon Tshekisho 
(1876-1932)"" (Poet) - author","True","['recNAQVBBlO8rp7LF']","['recWomS4pMuH7a6FN']","Poet"
"","[apdp.work.000215] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recQChcNN1exgEA1o']","Poet"
"","[apdp.work.000123] ""Aidoo, Ama Ata 'Christina' 
(1942-)"" (Author) - author","True","['rec7oRG8Jb3zFiSYI']","['recsrQk0JS5y25fOT']","Author"
"","[] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","","Poet"
"","[] ""U Tam'si, Tchicaya 
(1931-1988)"" (Mentioned Poet)","","['recPxmrXdENsL9H4t']","","Mentioned Poet"
"","[apdp.work.000069] ""Ranaivo, Flavien 
(1914-1999)"" (Poet)","","['recqO0dQd4f6mHqqS']","['recT86r4N3mhJBuoN']","Poet"
"","[apdp.work.000741] ""Okara, Gabriel 
(1921-2019)"" (Mentioned Poet)","","['recUiPx4caoRhWvaM']","['recrrarXh2nyjJ23P']","Mentioned Poet"
"","[apdp.work.000133] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['rec4R965kRDt6mDHO']","Poet"
"","[apdp.work.000189] ""Hamilton, William Robert 'W. R.' 
(1896-1917)"" (Poet) - author","True","['recEadpRGDKvzNbBc']","['recpwAhxEIDYJUdeu']","Poet"
"","[apdp.work.000301] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Mentioned Poet)","","['recOo2kpeQuQEciaC']","['recC10WKwW5zEdB4i']","Mentioned Poet"
"","[apdp.work.000344] ""Saro-Wiwa, Ken 
(1941-1995)"" (Mentioned Poet)","","['recmFLKhxO7oJeQEe']","['recG2E3tvYeD7wrww']","Mentioned Poet"
"","[apdp.work.000019] ""Aidoo, Ama Ata 'Christina' 
(1942-)"" (Author) - author","True","['rec7oRG8Jb3zFiSYI']","['recRn0pnhUa1VTlmf']","Author"
"","[apdp.work.000052] ""P'Bitek, Okot 
(1931-1982)"" (Poet) - author","True","['recHO9AeFrAOe1QdE']","['recfjn58aFu9EW8O2']","Poet"
"","[apdp.work.000107] ""Pringle, Thomas 
(1780-1834)"" (Poet) - author","True","['recjcqo5Xbuadsw29']","['recRsbpBHCD4jkiCT']","Poet"
"","[apdp.work.000455] ""Ogundipe-Leslie, Omolara 'Molara' 
(1940-2019)"" (Poet)","","['recIEuCEh4zUIwGmh']","['rec2AyMM74e8YKTaT']","Poet"
"","[apdp.work.000460] ""Ofeimun, Odia 
(1950-)"" (Poet) - author","True","['recP34XkRR1kXmqdp']","['recV0dZ0Na23jhSwV']","Poet"
"","[apdp.work.000382] ""Prince, Frank Templeton 'F. T.' 
(1912-2003)"" (Author)","","['reczY4HgBRDaqL1fV']","['recmkFNFuVi9RjsI3']","Author"
"","[apdp.work.000230] ""Horn, Peter Rudolf Gisela 
(1934-2019)"" (Poet)","","['recBJcbdVcUytCiWZ']","['reckHoEuJcOrHz0Hw']","Poet"
"","[apdp.work.000001] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Mentioned Poet)","","['recmyildMjXhoC72X']","['rec2RvvncgzHU6g2X']","Mentioned Poet"
"","[apdp.work.000392] ""Pretorius, S. J. 'Sarel Jacob' 
(1917-1995)"" (Poet) - author","True","['recLJKB5F9CohOTgc']","['recdqpDG4YLYAHqHy']","Poet"
"","[] ""Rive, Richard 
(1931-1989)"" (Mentioned Poet)","","['rec7pcqq0K5J5hgiJ']","","Mentioned Poet"
"","[apdp.work.000316] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet) - author","True","['recA1aXEUqGwSRQhI']","['rec089xE6umiDXD1c']","Poet"
"","[apdp.work.000212] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recuNwBllwMz1OOIf']","Poet"
"","[apdp.work.000303] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Mentioned Poet)","","['recrkX4daZNLsq0cZ']","['rec0NbDjgZEhh6I0y']","Mentioned Poet"
"","[apdp.work.000535] ""Krog, Antjie 
(1952-)"" (Poet) - author","True","['rectR28bCv8ff49mc']","['recaFRQWCRfLVl61S']","Poet"
"","[apdp.work.000530] ""Krog, Antjie 
(1952-)"" (Poet) - author","True","['rectR28bCv8ff49mc']","['recgn50CdpF5EGdOq']","Poet"
"","[apdp.work.000560] ""Ibekwe, Chinweizu 
(1943-)"" (Author)","","['recLTfg4s1V8DoHZC']","['rec53uy2z9lWJwYBn']","Author"
"","[apdp.work.000348] ""Rousseau, Ina 
(1926-2005)"" (Poet) - author","True","['recZS4g43q5Io7CpK']","['recgZp4mIJnsjs3X5']","Poet"
"","[apdp.work.000635] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet) - author","True","['rec11TfWLtdgg0lSe']","['recSvH6fPMpmpwYNO']","Poet"
"","[apdp.work.000211] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet)","","['rec11TfWLtdgg0lSe']","['recYHKBu9Hw78ZcYU']","Poet"
"","[apdp.work.000740] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Mentioned Poet)","","['recrkX4daZNLsq0cZ']","['recBVw1W8GY6XkmmT']","Mentioned Poet"
"","[apdp.work.000011] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recmPC4wVKVhMEmux']","Poet"
"","[apdp.work.000180] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['rec5IprsXc3A0RVtt']","Poet"
"","[apdp.work.000433] ""Opperman, Diederik Johannes 'D. J.' 
(1914-1985)"" (Poet) - author","True","['receqlqqlevq2dKGL']","['reccNRG3qYYMWZBeC']","Poet"
"","[apdp.work.000708] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet) - author","True","['recaLBDKPomp4cstB']","['recCcwe0FdQIt6Mja']","Poet"
"","[apdp.work.000309] ""Small, Adam 
(1936-2016)"" (Poet) - author","True","['recXO2WiZ2k8Mqr6o']","['recvBaYp2487hRpgz']","Poet"
"","[] ""Liyong, Taban Lo 
(1939-)"" (Poet)","","['recGE7Fcz5oCLV3Qn']","","Poet"
"","[] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","","Poet"
"","[apdp.work.000725] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Poet) - author","True","['recw6xteDA4loPFr8']","['recQXa5rsH3Bq2G5k']","Poet"
"","[apdp.work.000268] ""van Heerden, Ernst 
(1916-1997)"" (Poet) - author","True","['recu43DbrUayW9AhJ']","['rec6qTWKCII2i93xV']","Poet"
"","[apdp.work.000406] ""Pretorius, S. J. 'Sarel Jacob' 
(1917-1995)"" (Poet) - author","True","['recLJKB5F9CohOTgc']","['recJEdaW9T0HgPSIT']","Poet"
"","[apdp.work.000068] ""Madge, Charles Henry 
(1912-1996)"" (Poet)","","['recNDLiL9FcG6VMnQ']","['rec476sNZ2psfODm3']","Poet"
"","[apdp.work.000404] ""Pretorius, S. J. 'Sarel Jacob' 
(1917-1995)"" (Poet) - author","True","['recLJKB5F9CohOTgc']","['recCwDbaCcpDc3zgN']","Poet"
"","[] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","","Poet"
"","[] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","","Poet"
"","[] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","","Poet"
"","[apdp.work.000172] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet) - author","True","['recrkX4daZNLsq0cZ']","['recZIlBwJxwRe0gri']","Poet"
"","[apdp.work.000112] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet)","","['recA1aXEUqGwSRQhI']","['recFGo9PFKTMICXTa']","Poet"
"","[apdp.work.000277] ""van Heerden, Ernst 
(1916-1997)"" (Poet) - author","True","['recu43DbrUayW9AhJ']","['recAy58C7qg1vNg8s']","Poet"
"","[apdp.work.000486] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Poet) - author","True","['recURRbIgveOeoPqf']","['recJ9ZPEwp2lg9prb']","Poet"
"","[apdp.work.000026] ""Graham-White, Anthony 
(-)"" (Editor) - author","True","['recYQhubk9Cr2BBkv']","['recaRNSGZ2LFS0Fgj']","Editor"
"","[apdp.work.000682] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet) - author","True","['recmyildMjXhoC72X']","['reckvCgX1EuTZs4jO']","Poet"
"","[apdp.work.000538] ""Krog, Antjie 
(1952-)"" (Poet) - author","True","['rectR28bCv8ff49mc']","['recBb4IwvOKUwEr3h']","Poet"
