"airtableID","Unique ID","Primary Field","Title","Work type","Year","publisher","spatial.country","spatial.city","Page no","Issue","Volume","Source link","[commentaries]","person","Complete","news_items","name-major-poet","person-author","topics-decade","commentaries_relation","References","site section"
"","apdp.work.000594","Mythic Things (1981)","Mythic Things","Single Author|Selected Works","1981","[""Ad Donker""]","[""South Africa""]","[""Johannesburg""]","","",""," - ","","""[Fugard, Sheila Meiring](apdp.person.itn.000929)|Poet;;;[Fugard, Sheila Meiring](apdp.person.itn.000929)|Work Author""","","","","[""Fugard, Sheila Meiring""]","1980","","",""
"","apdp.work.000595","Threshold (1975)","Threshold","Single Author|Selected Works","1975","[""Ad Donker""]","[""South Africa""]","[""Johannesburg""]","","",""," - ","","""[Fugard, Sheila Meiring](apdp.person.itn.000929)|Poet;;;[Fugard, Sheila Meiring](apdp.person.itn.000929)|Work Author""","","","","[""Fugard, Sheila Meiring""]","1970","","",""
"","apdp.work.000596","An Ampler Sky: Poems (1909)","An Ampler Sky: Poems","Single Author|Selected Works","1909","[""MacMillan & Company""]","[""United States""]","[""New York""]","","",""," - ","","""[Fallaw, Lance]()|Poet;;;[Fallaw, Lance]()|Work Author""","","","","[""Fallaw, Lance""]","1900","","",""
"","apdp.work.000597","Silverleaf and Oak: Poems (1906)","Silverleaf and Oak: Poems","Single Author|Selected Works","1906","[""Palala Press""]","","","","",""," - ","","""[Fallaw, Lance]()|Poet;;;[Fallaw, Lance]()|Work Author""","","","","[""Fallaw, Lance""]","1900","","",""
"","apdp.work.000598","A Treasury of South African Poetry (1907)","A Treasury of South African Poetry","Anthology","1907","[""The Walter Scott Publishing Co., Ltd.""]","[""United States""]","[""New York""]","","",""," - ","","""[Fairlie, A. C.](apdp.person.itn.000710)|Poet;;;[Fairlie, A. C.](apdp.person.itn.000710)|Author""","","","","","1900","","",""
"","apdp.work.000599","Die Stil Avontuur (1939)","Die Stil Avontuur","Single Author|Selected Works","1939","[""J. L. van Schaik Beperk""]","","","","",""," - ","","""[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Poet;;;[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Work Author""","","","","[""Eybers, Elisabeth Françoise""]","1930","","",""
"","apdp.work.000600","Neerslag (Precipitation) (1958)","Neerslag (Precipitation)","Single Author|Selected Works","1958","[""Nasionale Pers Beperk""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Poet;;;[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Work Author""","","","","[""Eybers, Elisabeth Françoise""]","1950","","",""
"","apdp.work.000601","Die Ander Dors (1946)","Die Ander Dors","Single Author|Selected Works","1946","[""Constantia""]","[""South Africa""]","[""Johannesburg""]","","",""," - ","","""[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Poet;;;[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Work Author""","","","","[""Eybers, Elisabeth Françoise""]","1940","","",""
"","apdp.work.000602","Versamelde Gedigte (Collected poems) (1957)","Versamelde Gedigte (Collected poems)","Single Author|Collected Works","1957","[""Querido""]","[""Netherlands""]","[""Amsterdam""]","","",""," - ","","""[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Poet;;;[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Work Author""","","","","[""Eybers, Elisabeth Françoise""]","1950","","",""
"","apdp.work.000603","Verbruikersverse/Consumer's verse (1997)","Verbruikersverse/Consumer's verse","Single Author|Selected Works","1997","[""Querido""]","[""Netherlands""]","[""Amsterdam""]","","",""," - ","","""[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Poet;;;[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Work Author""","","","","[""Eybers, Elisabeth Françoise""]","1990","","",""
"","apdp.work.000604","Belydenis in die Skemering (1936)","Belydenis in die Skemering","Single Author|Selected Works","1936","[""NB (Nasionale Boekhandel) Publishers""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Poet;;;[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Work Author""","","","","[""Eybers, Elisabeth Françoise""]","1930","","",""
"","apdp.work.000605","Die Vrou en ander verse (1945)","Die Vrou en ander verse","Single Author|Full Length","1945","[""Constantia""]","[""South Africa""]","[""Johannesburg""]","","",""," - ","","""[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Poet;;;[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Work Author""","","","","[""Eybers, Elisabeth Françoise""]","1940","","",""
"","apdp.work.000606","Die Helder Halfjaar (Bright half-year) (1956)","Die Helder Halfjaar (Bright half-year)","Single Author|Selected Works","1956","[""Tafelberg""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Poet;;;[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Work Author""","","","","[""Eybers, Elisabeth Françoise""]","1950","","",""
"","apdp.work.000607","Onderdak (Under shelter) (1968)","Onderdak (Under shelter)","Single Author|Selected Works","1968","[""Human & Rousseau""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Poet;;;[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Work Author""","","","","[""Eybers, Elisabeth Françoise""]","1960","","",""
"","apdp.work.000608","Balans (Balance) (1962)","Balans (Balance)","Single Author|Selected Works","1962","[""Human & Rousseau""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Poet;;;[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Work Author""","","","","[""Eybers, Elisabeth Françoise""]","1960","","",""
"","apdp.work.000609","Winter-surplus (1999)","Winter-surplus","Single Author|Selected Works","1999","[""Human & Rousseau""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Poet;;;[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Work Author""","","","","[""Eybers, Elisabeth Françoise""]","1990","","",""
"","apdp.work.000610","Tussensang (In-between song) (1950)","Tussensang (In-between song)","Single Author|Selected Works","1950","[""Constantia""]","[""South Africa""]","[""Johannesburg""]","","",""," - ","","""[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Poet;;;[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Work Author""","","","","[""Eybers, Elisabeth Françoise""]","1950","","",""
"","apdp.work.000611","Kruis of Munt (Head or tail) (1973)","Kruis of Munt (Head or tail)","Single Author|Selected Works","1973","[""Human & Rousseau""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Poet;;;[Eybers, Elisabeth Françoise](apdp.person.itn.001297)|Work Author""","","","","[""Eybers, Elisabeth Françoise""]","1970","","",""
"","apdp.work.000612","Veldsingers Verse: A Compilation of the Works of Members of the Veldsingers Club (1910)","Veldsingers Verse: A Compilation of the Works of Members of the Veldsingers Club","Anthology","1910","[""J.M Dent & Sons Ltd""]","[""England""]","[""London""]","","",""," - ","","""[Evans, Hugh John](apdp.person.itn.000614)|Poet;;;[Evans, Hugh John](apdp.person.itn.000614)|Author""","","","","","1910","","",""
"","apdp.work.000613","Under the Horizon: Collected poems of Charles Eglington (1977)","Under the Horizon: Collected poems of Charles Eglington","Single Author|Collected Works","1977","[""Purnell""]","[""England""]","[""London""]","","",""," - ","","""[Eglington, Charles](apdp.person.itn.000421)|Poet;;;[Eglington, Charles](apdp.person.itn.000421)|Work Author""","","","","[""Eglington, Charles""]","1970","","",""
"","apdp.work.000614","Mortality: Poems (1968)","Mortality: Poems","Single Author|Selected Works","1968","[""Longmans""]","[""England""]","[""London""]","","",""," - ","","""[Echeruo, Michael J. C.](apdp.person.itn.000519)|Poet;;;[Echeruo, Michael J. C.](apdp.person.itn.000519)|Work Author""","","","","[""Echeruo, Michael J. C.""]","1960","","",""
"","apdp.work.000615","Distanced: New Poems (1975)","Distanced: New Poems","Single Author|Selected Works","1975","[""I. K. Imprints""]","[""Nigeria""]","[""Enugu""]","","",""," - ","","""[Echeruo, Michael J. C.](apdp.person.itn.000519)|Poet;;;[Echeruo, Michael J. C.](apdp.person.itn.000519)|Work Author""","","","","[""Echeruo, Michael J. C.""]","1970","","",""
"","apdp.work.000616","Citizen of Elsewhere (2013)","Citizen of Elsewhere","Single Author|Selected Works","2013","[""HappenStance""]","[""Scotland""]","","","",""," - ","","""[Driver, Charles Jonathan 'Jonty'](apdp.person.itn.000261)|Poet;;;[Driver, Charles Jonathan 'Jonty'](apdp.person.itn.000261)|Work Author""","","","","[""Driver, Charles Jonathan 'Jonty'""]","2010","","",""
"","apdp.work.000617","So Far: Selected Poems, 1960-2004 (2005)","So Far: Selected Poems, 1960-2004","Single Author|Collected Works","2005","[""Snail Press""]","[""United States""]","[""Los Angeles""]","","",""," - ","","""[Driver, Charles Jonathan 'Jonty'](apdp.person.itn.000261)|Poet;;;[Driver, Charles Jonathan 'Jonty'](apdp.person.itn.000261)|Work Author""","","","","[""Driver, Charles Jonathan 'Jonty'""]","2000","","",""
"","apdp.work.000618","Coups de pilon (1956)","Coups de pilon","Single Author|Selected Works","1956","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Diop, David Mandessi](apdp.person.itn.001360)|Poet;;;[Diop, David Mandessi](apdp.person.itn.001360)|Work Author""","","","","[""Diop, David Mandessi""]","1950","","",""
"","apdp.work.000619","Leurres et Lueurs (1960)","Leurres et Lueurs","Single Author|Selected Works","1960","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Diop, Birago](apdp.person.itn.000186)|Poet;;;[Diop, Birago](apdp.person.itn.000186)|Work Author""","","","","[""Diop, Birago""]","1960","","",""
"","apdp.work.000620","Terres Médianes (1984)","Terres Médianes","Single Author|Selected Works","1984","[""Editions Saint-Germain-des-Prés""]","[""France""]","[""Paris""]","","",""," - ","","""[Diakhate, Lamine](apdp.person.itn.000025)|Poet;;;[Diakhate, Lamine](apdp.person.itn.000025)|Work Author""","","","","[""Diakhate, Lamine""]","1980","","",""
"","apdp.work.000621","Temps de Mémoire (1967)","Temps de Mémoire","Single Author|Selected Works","1967","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Diakhate, Lamine](apdp.person.itn.000025)|Poet;;;[Diakhate, Lamine](apdp.person.itn.000025)|Work Author""","","","","[""Diakhate, Lamine""]","1960","","",""
"","apdp.work.000622","La joie d’un Continent (1954)","La joie d’un Continent","Single Author|Selected Works","1954","[""PAB""]","","","","",""," - ","","""[Diakhate, Lamine](apdp.person.itn.000025)|Poet;;;[Diakhate, Lamine](apdp.person.itn.000025)|Work Author""","","","","[""Diakhate, Lamine""]","1950","","",""
"","apdp.work.000623","Primordiale du Sixième Jour (1963)","Primordiale du Sixième Jour","Single Author|Selected Works","1963","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Diakhate, Lamine](apdp.person.itn.000025)|Poet;;;[Diakhate, Lamine](apdp.person.itn.000025)|Work Author""","","","","[""Diakhate, Lamine""]","1960","","",""
"","apdp.work.000624","Nigérianes (1974)","Nigérianes","Single Author|Selected Works","1974","[""Nouvelles Éditions africaines""]","[""Senegal""]","[""Dakar""]","","",""," - ","","""[Diakhate, Lamine](apdp.person.itn.000025)|Poet;;;[Diakhate, Lamine](apdp.person.itn.000025)|Work Author""","","","","[""Diakhate, Lamine""]","1970","","",""
"","apdp.work.000625","Pour la Jeune Fille de Soie Noire (1955)","Pour la Jeune Fille de Soie Noire","Single Author|Full Length","1955","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Diakhate, Lamine](apdp.person.itn.000025)|Poet;;;[Diakhate, Lamine](apdp.person.itn.000025)|Work Author""","","","","[""Diakhate, Lamine""]","1950","","",""
"","apdp.work.000626","An Unknown Border (1954)","An Unknown Border","Single Author|Selected Works","1954","[""A. A. Balkema""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Work Author""","","","","[""Delius, Anthony 'Ronald St. Martin'""]","1950","","",""
"","apdp.work.000627","A Corner of the World: Thirty-Four Poems (1962)","A Corner of the World: Thirty-Four Poems","Single Author|Selected Works","1962","[""Human & Rousseau""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Work Author""","","","","[""Delius, Anthony 'Ronald St. Martin'""]","1960","","",""
"","apdp.work.000628","Black South-Easter (1966)","Black South-Easter","Single Author|Selected Works","1966","[""New Coin""]","","","","",""," - ","","""[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Work Author""","","","","[""Delius, Anthony 'Ronald St. Martin'""]","1960","","",""
"","apdp.work.000629","The Last Division (1959)","The Last Division","Single Author|Selected Works","1959","[""Human & Rousseau""]","[""England""]","[""London""]","","",""," - ","","""[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Work Author""","","","","[""Delius, Anthony 'Ronald St. Martin'""]","1950","","",""
"","apdp.work.000630","Veldsingers Verse: A Compilation of the Works of Members of the Veldsingers Club (1910)","Veldsingers Verse: A Compilation of the Works of Members of the Veldsingers Club","Anthology","1910","[""J.M Dent & Sons Ltd""]","[""England""]","[""London""]","","",""," - ","","""[Davis, Philip Rufus](apdp.person.itn.000527)|Poet;;;[Davis, Philip Rufus](apdp.person.itn.000527)|Author""","","","","","1910","","",""
"","apdp.work.000631","Les contes de Koutou-as-Samala (1982)","Les contes de Koutou-as-Samala","Single Author|Selected Works","1982","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1980","","",""
"","apdp.work.000632","Béatrice du Congo (1970)","Béatrice du Congo","Single Author|Full Length","1970","[""French & European Pubns""]","","","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1970","","",""
"","apdp.work.000633","Afrique debout (1950)","Afrique debout","Single Author|Selected Works","1950","[""Pierre Seghers""]","[""France""]","[""Paris""]","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1950","","",""
"","apdp.work.000634","La ronde des jours (1956)","La ronde des jours","Single Author|Selected Works","1956","[""Pierre Seghers""]","[""France""]","[""Paris""]","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1950","","",""
"","apdp.work.000635","Papassidi maître-escroc (1975)","Papassidi maître-escroc","Single Author|Selected Works","1975","[""Nouvelles Éditions africaines""]","[""Senegal""]","[""Dakar""]","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1970","","",""
"","apdp.work.000636","Le\pagne noir (1955)","Le\pagne noir","Single Author|Selected Works","1955","[""French & European Pubns""]","","","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1950","","",""
"","apdp.work.000637","Patron de New York (1964)","Patron de New York","Single Author|Full Length","1964","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1960","","",""
"","apdp.work.000638","Opinions d'un nègre: Aphorismes, 1934-1946 (1980)","Opinions d'un nègre: Aphorismes, 1934-1946","Single Author|Selected Works","1980","[""Club Afrique loisirs""]","","","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1980","","",""
"","apdp.work.000639","La ville où nul ne meurt (1968)","La ville où nul ne meurt","Single Author|Selected Works","1968","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1960","","",""
"","apdp.work.000640","Les jambes du fils de Dieu (1980)","Les jambes du fils de Dieu","Single Author|Selected Works","1980","[""Hatier ""]","[""France""]","[""Paris""]","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1980","","",""
"","apdp.work.000641","Mhoi cheul (1979)","Mhoi cheul","Single Author|Selected Works","1979","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1970","","",""
"","apdp.work.000642","Hommes de tous les continents (1967)","Hommes de tous les continents","Single Author|Selected Works","1967","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1960","","",""
"","apdp.work.000643","Îles de tempête (1973)","Îles de tempête","Single Author|Selected Works","1973","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1970","","",""
"","apdp.work.000644","Légendes africaines (1954)","Légendes africaines","Single Author|Selected Works","1954","[""French & European Pubns""]","","","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1950","","",""
"","apdp.work.000645","Carnets de prison (1981)","Carnets de prison","Single Author|Selected Works","1981","[""Ceda""]","","","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1980","","",""
"","apdp.work.000646","Monsieur Thôgô-Gnini (1970)","Monsieur Thôgô-Gnini","Single Author|Full Length","1970","[""Ubu Repertory Theater Publications""]","[""United States""]","[""New York""]","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1970","","",""
"","apdp.work.000647","Climbié (1956)","Climbié","Single Author|Selected Works","1956","[""Holmes & Meier Pub""]","[""United States""]","[""New York""]","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1950","","",""
"","apdp.work.000648","Un Nègre à Paris (1959)","Un Nègre à Paris","Single Author|Full Length","1959","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1950","","",""
"","apdp.work.000649","Les voix dans le vent (1970)","Les voix dans le vent","Single Author|Selected Works","1970","[""Éditions Clé""]","","","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1970","","",""
"","apdp.work.000650","Commandant Taureault et ses nègres (1980)","Commandant Taureault et ses nègres","Single Author|Selected Works","1980","[""Ceda""]","","","","",""," - ","","""[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Work Author""","","","","[""Dadié, Bernard Binlin""]","1980","","",""
"","apdp.work.000651","Indian Landscape: A Book of Descriptive Poems (1947)","Indian Landscape: A Book of Descriptive Poems","Single Author|Selected Works","1947","[""Routledge Kegan & Paul""]","","","","",""," - ","","""[Currey, Ralph Nixon 'R. N.'](apdp.person.itn.000253)|Poet;;;[Currey, Ralph Nixon 'R. N.'](apdp.person.itn.000253)|Work Author""","","","","[""Currey, Ralph Nixon 'R. N.'""]","1940","","",""
"","apdp.work.000652","The Africa We Knew (1973)","The Africa We Knew","Single Author|Selected Works","1973","[""David Philip""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Currey, Ralph Nixon 'R. N.'](apdp.person.itn.000253)|Poet;;;[Currey, Ralph Nixon 'R. N.'](apdp.person.itn.000253)|Work Author""","","","","[""Currey, Ralph Nixon 'R. N.'""]","1970","","",""
"","apdp.work.000653","Tiresias and Other Poems (1940)","Tiresias and Other Poems","Single Author|Selected Works","1940","[""Oxford University Press""]","[""England""]","[""Oxford""]","","",""," - ","","""[Currey, Ralph Nixon 'R. N.'](apdp.person.itn.000253)|Poet;;;[Currey, Ralph Nixon 'R. N.'](apdp.person.itn.000253)|Work Author""","","","","[""Currey, Ralph Nixon 'R. N.'""]","1940","","",""
"","apdp.work.000654","Selected Poems, 1961-1991 (1992)","Selected Poems, 1961-1991","Single Author|Collected Works","1992","[""Snail Press""]","[""United States""]","[""Los Angeles""]","","",""," - ","","""[Cullinan, Patrick](apdp.person.itn.001073)|Poet;;;[Cullinan, Patrick](apdp.person.itn.001073)|Work Author""","","","","[""Cullinan, Patrick""]","1990","","",""
"","apdp.work.000655","I Sing Where I Stand: Versions from the Afrikaans of Phil du Plessis: Poesie 1892-1984 (1985)","I Sing Where I Stand: Versions from the Afrikaans of Phil du Plessis: Poesie 1892-1984","Single Author|Selected Works","1985","[""Vooraand""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Cullinan, Patrick](apdp.person.itn.001073)|Poet;;;[Cullinan, Patrick](apdp.person.itn.001073)|Work Author""","","","","[""Cullinan, Patrick""]","1980","","",""
"","apdp.work.000656","Mantis Poets: Guy Butler/Patrick Cullinan (1998)","Mantis Poets: Guy Butler/Patrick Cullinan","Single Author|Selected Works","1998","[""New Africa Books""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Cullinan, Patrick](apdp.person.itn.001073)|Poet;;;[Cullinan, Patrick](apdp.person.itn.001073)|Work Author""","","","","[""Cullinan, Patrick""]","1990","","",""
"","apdp.work.000657","The Horizon Forty Miles Away (1963)","The Horizon Forty Miles Away","Single Author|Selected Works","1963","[""Polygraph""]","","","","",""," - ","","""[Cullinan, Patrick](apdp.person.itn.001073)|Poet;;;[Cullinan, Patrick](apdp.person.itn.001073)|Work Author""","","","","[""Cullinan, Patrick""]","1960","","",""
"","apdp.work.000658","The White Hail in the Orchard and other poems (1984)","The White Hail in the Orchard and other poems","Single Author|Selected Works","1984","[""David Philip""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Cullinan, Patrick](apdp.person.itn.001073)|Poet;;;[Cullinan, Patrick](apdp.person.itn.001073)|Work Author""","","","","[""Cullinan, Patrick""]","1980","","",""
"","apdp.work.000659","Today is not Different (1978)","Today is not Different","Single Author|Selected Works","1978","[""David Philip""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Cullinan, Patrick](apdp.person.itn.001073)|Poet;;;[Cullinan, Patrick](apdp.person.itn.001073)|Work Author""","","","","[""Cullinan, Patrick""]","1970","","",""
"","apdp.work.000660","Transformations (1999)","Transformations","Single Author|Selected Works","1999","[""Carapace Poets""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Cullinan, Patrick](apdp.person.itn.001073)|Poet;;;[Cullinan, Patrick](apdp.person.itn.001073)|Work Author""","","","","[""Cullinan, Patrick""]","1990","","",""
"","apdp.work.000661","Escarpments: Poems 1973 - 2007 (2008)","Escarpments: Poems 1973 - 2007","Single Author|Selected Works","2008","[""Umuzi""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Cullinan, Patrick](apdp.person.itn.001073)|Poet;;;[Cullinan, Patrick](apdp.person.itn.001073)|Work Author""","","","","[""Cullinan, Patrick""]","2000","","",""
"","apdp.work.000662","Selected Poems, 1961-1994 (1994)","Selected Poems, 1961-1994","Single Author|Collected Works","1994","[""Snail Press""]","[""United States""]","[""Los Angeles""]","","",""," - ","","""[Cullinan, Patrick](apdp.person.itn.001073)|Poet;;;[Cullinan, Patrick](apdp.person.itn.001073)|Work Author""","","","","[""Cullinan, Patrick""]","1990","","",""
"","apdp.work.000663","Lyra Evangelistica: Missionary Verses of Mashonaland (1909)","Lyra Evangelistica: Missionary Verses of Mashonaland","Single Author|Selected Works","1909","[""Forgotten Books""]","[""England""]","[""London""]","","",""," - ","","""[Cripps, Arthur Shearly](apdp.person.itn.001279)|Poet;;;[Cripps, Arthur Shearly](apdp.person.itn.001279)|Work Author""","","","","[""Cripps, Arthur Shearly""]","1900","","",""
"","apdp.work.000664","Magic Casements (1905)","Magic Casements","Single Author|Selected Works","1905","[""Wentworth Press""]","","","","",""," - ","","""[Cripps, Arthur Shearly](apdp.person.itn.001279)|Poet;;;[Cripps, Arthur Shearly](apdp.person.itn.001279)|Work Author""","","","","[""Cripps, Arthur Shearly""]","1900","","",""
"","apdp.work.000665","Pilgrimage of Grace: Verses on a Mission (1912)","Pilgrimage of Grace: Verses on a Mission","Single Author|Selected Works","1912","[""Palala Press""]","","","","",""," - ","","""[Cripps, Arthur Shearly](apdp.person.itn.001279)|Poet;;;[Cripps, Arthur Shearly](apdp.person.itn.001279)|Work Author""","","","","[""Cripps, Arthur Shearly""]","1910","","",""
"","apdp.work.000666","Lake and War: African Land and Water Verses (1917)","Lake and War: African Land and Water Verses","Single Author|Selected Works","1917","[""B. H. Blackwell""]","[""England""]","[""Oxford""]","","",""," - ","","""[Cripps, Arthur Shearly](apdp.person.itn.001279)|Poet;;;[Cripps, Arthur Shearly](apdp.person.itn.001279)|Work Author""","","","","[""Cripps, Arthur Shearly""]","1910","","",""
"","apdp.work.000667","An Africa For the Africans: A Plea on Behalf of Territorial Segregation Areas and Their Freedom in a Southern African Colony (1927)","An Africa For the Africans: A Plea on Behalf of Territorial Segregation Areas and Their Freedom in a Southern African Colony","Single Author|Full Length","1927","[""Longmans""]","[""England""]","[""London""]","","",""," - ","","""[Cripps, Arthur Shearly](apdp.person.itn.001279)|Poet;;;[Cripps, Arthur Shearly](apdp.person.itn.001279)|Work Author""","","","","[""Cripps, Arthur Shearly""]","1920","","",""
